Prosecutors drop case against Antonio Brown.
"Luka Doncic lifts Mavericks past Knicks with wild comeback, historic 60-point triple-double"
Danielle Reyna told U.S. Soccer about past Gregg Berhalter domestic violence incident
"Tennis icon Bollettieri, coach for 10 No. 1s, dies."
"Women's sports saw pivotal growth in deals, interest in 2022"
End of the match | Belgium 0-2 Morocco
Family Statement for Damar Hamlin
Olivia Pichardo is the first woman to make roster of Division I baseball team
Aaron Gordon with the dunk of the year on Christmas Day
"Damar Hamlin shows 'remarkable improvement,' remains in critical condition."
Cowboys tight end Peyton Hendershot plays Whack-A-Mole with his fellow tight ends in the Salvation Army bucket
Alex Ovechkin becomes third NHL player to score 800 goals
Argentina bus parade abandoned due to security concerns after fan jumps on team bus | Football News
South Korea has qualified for the Last 16 of the 2022 World Cup
Iconic Sportswear Catalog to Be Discontinued After This Month
"Alexander Ovechkin Completes The Hat-trick and Scores Goal #800, Becoming the 3rd Player in NHL History to Score 800 Goals"
Gatica Aviles given 3-year ban for match-fixing.
Update on Damar: His vitals are back to normal and they have put him to sleep to put a breathing tube down his throat. They are currently running tests. We will provide updates as we have them.
Duffy beats Taylor-Brown for her fourth world title
Mardy Fish out as U.S. Davis Cup captain.
Orioles Reach One-Year Contract Agreement with Kyle Gibson
Cristiano Ronaldo and Manchester United have agreed to part ways
IOC threatens to drop boxing from the Paris Olympics.
NFL will not resume Bills-Bengals game
Tyreek Hill recovers a fumble from his teammate and runs past the defense for a touchdown
"Verlander wins his 3rd Cy Young after a unanimous vote, finishing the season with 18 wins and 1.75 ERA"
Jaguars DB Rayshawn Jenkins is the first player in NFL history to record at least 18 tackles and 2 INTs in a single game
US House passes equal pay bill in latest women's soccer win
"Sydney Thunder all out for 15, the lowest score ever in T20 cricket, as Adelaide win by 124 runs"
Canada wins World Junior Gold - Guenther with golden goal in OT
WTA says return to China will require resolution to Peng Shuai case.
'Shot clock' to be introduced by World Rugby
"Hey /r/Sports, you are cordially invited to watch the 109th Grey Cup tonight with Canadian friends at 6:00 ET (6 hours from now) over at /r/CFL!"
Mystery surrounds Naomi Osaka’s Australian Open playing status
Cristiano Ronaldo next club: Ex-Man Utd forward set to get mega Saudi Arabia offer that will make him 'face of 2030 World Cup bid'
World Cup 2022: Japan's fans clean up stadium after win over Germany
Japan beat Germany in second World Cup shock result
"MLB reportedly used three baseballs during 2022 season, and Yankees might've benefitted most"
Wales lose to Iran after suffering two late goals in World Cup group game
"Canada defeats rival U.S., advances to world junior gold-medal game against Czech Republic"
"Snyder allowed team's toxic culture, report finds"
"Doddie Weir, former Scotland and Lions second-row, dies aged 52"
Morocco write World Cup history as they reach semi-finals
Cricket could return to Olympics with six-team T20 competition
World Cup teams end gay rights armband protest after threatened by FIFA
Christian Pulisic scores to put the USMNT up 1-0 Against Iran
Broncos' Wilson: Wish I played better for Hackett
"Will This Device Protect Athletes’ Brains, or Only Make Them Think It Does?"
Seven Spartans players charged in tunnel melee.
Stephen Curry Is SI’s 2022 Sportsperson of the Year
Blake Wheeler ruptured a testicle after he was struck by a Josh Morrissey shot on December 15th. He finished the game anyway
Saudi Arabia shock Argentina and Messi in one of biggest World Cup upsets ever
Former West Virginia running back faces prison time for charging into line of cops on Jan. 6
"Jets assistant Miles Austin suspended for gambling, to appeal."
"Hansel Enmanuel, who has one arm, scores first college basket"
A Letter Sheds Light on Why the NFL Backed Off a One-Year Suspension and Settled With Deshaun Watson
[Soccer/World Cup] Brasil [2] - 0 Serbia - Richarlison 73’ with a fantastic goal!
"[Fabrizio Romano] Al Nassr are closing on deal to sign Cristiano Ronaldo! Meeting ongoing in order to check all the contract and get documents sorted. Contract to be valid until June 2025, as expected — salary close to €200m per year, with commercial deals included."
Adam Schefter: Browns officially added Deshaun Watson to their 53-man roster today. He is slated to start Sunday vs. the Texans.
NFL ponders playoff seeding without playing Bills-Bengals - ProFootballTalk
Germany Lose 1-2 to Japan In The World Cup
